age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,outcome
47,Private,14,Separated,Tech-support,Not-in-family,White,Male,27828,0,40,1
49,Private,5,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,0
27,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,0
22,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
61,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
31,State-gov,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,0
22,Private,7,Never-married,Sales,Unmarried,White,Female,0,0,25,0
30,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,0
28,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
28,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,0
29,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,0
45,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
57,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,0
69,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,72,1
31,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,1
38,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1
31,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
38,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,1
56,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
38,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,60,1
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,25,0
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
44,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
58,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,0
35,State-gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,0
55,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
59,Private,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,0
47,Private,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,38,1
37,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,68,0
32,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1
51,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
45,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
30,Private,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,0
38,Self-emp-not-inc,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,0
41,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,0
35,Private,9,Never-married,Tech-support,Not-in-family,White,Female,1151,0,40,0
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
34,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,90,0
47,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
47,Private,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,1564,51,1
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
33,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
38,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,0
31,Local-gov,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,0
26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,0
40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
57,Federal-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,1
69,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,0
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
40,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,1
43,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,1
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
29,Federal-gov,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,1
22,Private,9,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,0
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,1
50,,10,Married-civ-spouse,,Husband,White,Male,0,0,40,0
37,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
21,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
33,Private,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,0
39,Private,10,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,0
28,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
39,Private,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,0
49,,9,Married-civ-spouse,,Wife,White,Female,0,0,60,0
40,Federal-gov,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,0
39,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
55,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,0
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,45,0
39,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
40,State-gov,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,0
32,Private,5,Separated,Other-service,Unmarried,White,Female,0,0,23,0
57,Private,14,Separated,Prof-specialty,Not-in-family,White,Male,10520,0,32,1
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
41,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,50,0
25,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,0
31,Private,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,0
38,Private,4,Divorced,Sales,Unmarried,White,Female,0,0,40,0
60,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
39,Local-gov,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
45,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,0
62,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
17,Private,7,Never-married,Protective-serv,Own-child,White,Female,0,0,30,0
35,Private,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,1
42,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,1
43,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,1
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,0
34,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
33,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
27,Private,10,Never-married,Sales,Own-child,White,Male,0,0,22,0
49,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1902,60,1
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40,1
38,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,1
53,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,1
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,1
32,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
65,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
37,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,0
59,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
41,Private,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,84,1
51,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,1
41,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,40,0
17,Private,6,Never-married,Other-service,Own-child,White,Female,0,0,40,0
27,,14,Never-married,,Not-in-family,Other,Female,0,0,40,0
54,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,0
45,Private,7,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
41,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,0
69,,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,34,0
19,State-gov,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,0
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
38,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,0
29,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1485,40,1
59,Private,15,Married-civ-spouse,Transport-moving,Husband,Black,Male,15024,0,50,1
33,Self-emp-not-inc,9,Separated,Craft-repair,Unmarried,White,Male,0,0,50,0
23,Private,10,Separated,Farming-fishing,Other-relative,White,Female,0,0,40,0
23,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
56,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,0
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
38,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,0
42,Self-emp-not-inc,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,0
25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
57,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,0
71,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,35,0
39,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
34,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
26,Private,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,0
41,Self-emp-not-inc,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,40,0
46,Local-gov,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,65,1
52,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,0
22,Private,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,40,0
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
34,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,0
36,Private,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,43,0
51,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,50,1
30,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,1
56,Private,10,Widowed,Exec-managerial,Not-in-family,White,Male,4416,0,60,0
38,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,1
51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
65,Private,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,0
26,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,0
80,,9,Married-civ-spouse,,Husband,White,Male,0,0,25,0
59,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
21,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
31,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
49,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,0
51,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
57,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,0
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
21,Private,10,Never-married,Protective-serv,Not-in-family,Black,Female,99999,0,40,1
41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,1
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
23,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,0
48,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,1
35,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
43,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,1
53,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,0
47,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,75,1
45,State-gov,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,1
52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
38,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,1
49,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,0
53,Federal-gov,13,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,0
28,Local-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
51,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
58,Self-emp-not-inc,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,18,0
46,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,37,1
32,,3,Never-married,,Unmarried,White,Female,0,0,45,0
32,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,0
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,1
42,,7,Married-civ-spouse,,Husband,White,Male,0,0,22,0
63,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,0
17,Private,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,1055,0,20,0
52,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1
45,Private,10,Divorced,Sales,Not-in-family,White,Male,4650,0,40,0
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
26,Private,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,0
50,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
30,,10,Never-married,,Not-in-family,White,Female,0,1719,25,0
30,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
55,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
31,Federal-gov,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
22,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,0
27,Private,9,Divorced,Craft-repair,Other-relative,Other,Male,0,0,40,0
39,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,1
59,Local-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,22,1
19,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,20,0
41,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,36,1
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,1
19,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,0
24,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,0
48,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,0
30,Private,15,Never-married,Tech-support,Own-child,White,Female,0,0,24,0
47,Private,10,Divorced,Sales,Unmarried,White,Female,0,0,60,0
38,Private,13,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,45,1
53,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,0
45,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,0
25,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,46,0
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
31,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,0
23,Private,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,0
30,Local-gov,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,0
37,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
53,Private,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,8,0
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
56,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,1
50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,38,1
47,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
25,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
41,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1
55,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
31,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
22,Private,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
22,State-gov,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20,0
28,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,32,0
20,,10,Never-married,,Own-child,White,Female,0,0,8,0
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,1
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
27,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,0
38,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,0
60,Private,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,50,1
47,,13,Married-civ-spouse,,Husband,White,Male,0,0,18,0
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
27,Self-emp-inc,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,0
37,Private,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,0
37,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,44,1
54,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1
27,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
38,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
36,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,0
53,Private,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,38,0
37,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,7298,0,50,1
33,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,0
20,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,0
39,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,1
48,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,1
25,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
56,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
35,Private,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,0
25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,0
31,State-gov,12,Separated,Other-service,Unmarried,Black,Female,0,0,40,0
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,0
30,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
47,,9,Married-civ-spouse,,Husband,White,Male,5178,0,30,1
36,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
52,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,0
49,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
35,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1
46,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,1
70,Private,3,Widowed,Other-service,Other-relative,White,Female,2346,0,40,0
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
30,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,40,0
21,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,0
47,Private,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
43,Private,3,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
46,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1
24,Private,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,0
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,6,0
25,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,0
22,,10,Never-married,,Own-child,White,Female,0,0,8,0
29,Private,12,Never-married,Sales,Not-in-family,White,Male,0,0,45,0
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,1
29,Private,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,1
25,Private,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
36,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,0
37,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
40,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
49,Local-gov,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,60,1
28,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,0
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1
36,Private,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
43,State-gov,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,0
57,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,1
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
31,Private,12,Never-married,Craft-repair,Own-child,Other,Male,0,0,50,0
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,1
46,Private,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,0
19,Private,9,Never-married,Sales,Unmarried,Black,Female,0,0,20,0
32,,13,Divorced,,Not-in-family,White,Male,0,0,50,0
29,Private,10,Separated,Sales,Not-in-family,White,Female,0,0,40,0
45,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,0
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1
44,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
48,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,1
42,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,1
51,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,0
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1
32,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,0
34,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
26,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
52,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,1
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
44,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
47,Private,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,1
54,State-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,1
54,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,25,1
25,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,0
62,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,1
35,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
25,Self-emp-inc,10,Never-married,Sales,Own-child,White,Female,0,0,35,0
23,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,0
56,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1
41,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
31,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
30,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
38,Private,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,0
57,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1
23,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,0
52,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
22,Private,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,0
31,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,1
60,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,1
31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
